pid,day,valence,emotion,target,v,knu
1P109,1,1,성취만족,과제,0.5,0.05263157894736842
1P110,0,1,동기기대,일반,0.5,0.0
1P111,0,1,동기기대,일반,0.5,0.8333333333333334
1P112,1,1,성취만족,과제,0.5,0.08823529411764706
1P113,1,1,성취만족,AI,0.5,0.375
1P114,0,1,동기기대,일반,0.5,0.5
1P115,1,1,성취만족,AI,0.5,0.041666666666666664
1P116,1,1,성취만족,과제,0.5,0.16666666666666666
1P117,0,1,동기기대,일반,0.5,0.5
1P118,0,2,동기기대,일반,1.0,0.5833333333333334
1P119,1,1,성취만족,과제,0.5,0.3125
1P120,1,0,혼란,과제,0.0,0.045454545454545456
1P121,1,1,동기기대,자기학습,0.5,0.1875
1P122,1,1,성취만족,과제,0.5,0.34210526315789475
1P123,1,0,중립,과제,0.0,0.0
1P124,1,1,성취만족,과제,0.5,-0.25
1P125,1,0,혼란,자기학습,0.0,0.03571428571428571
1P126,1,0,혼란,과제,0.0,0.1875
1P127,1,1,성취만족,과제,0.5,0.14285714285714285
1P128,0,1,동기기대,일반,0.5,0.5
1P129,1,0,혼란,과제,0.0,0.35
1P130,1,0,혼란,과제,0.0,0.2692307692307692
1P131,1,0,혼란,과제,0.0,0.08333333333333333
1P132,1,1,성취만족,AI,0.5,0.05555555555555555
1P133,1,1,성취만족,과제,0.5,0.5
1P134,1,1,성취만족,AI,0.5,0.2777777777777778
1P135,1,1,성취만족,과제,0.5,0.1
1P136,2,1,성취만족,과제,0.5,0.21428571428571427
1P137,0,1,동기기대,일반,0.5,0.25
1P138,2,1,성취만족,과제,0.5,0.26666666666666666
1P139,2,1,성취만족,과제,0.5,0.38461538461538464
1P140,2,1,성취만족,과제,0.5,0.2647058823529412
1P141,2,0,혼란,과제,0.0,0.5
1P142,1,1,성취만족,자기학습,0.5,0.3888888888888889
1P143,2,1,성취만족,과제,0.5,0.2727272727272727
1P144,0,1,동기기대,일반,0.5,0.5
1P145,2,1,성취만족,과제,0.5,0.08333333333333333
1P146,0,1,동기기대,일반,0.5,0.4583333333333333
1P147,2,1,성취만족,과제,0.5,0.5
1P148,0,1,동기기대,일반,0.5,0.25
1P149,2,0,혼란,과제,0.0,0.21428571428571427
1P150,2,1,성취만족,과제,0.5,0.0
1P151,2,1,성취만족,과제,0.5,0.25
1P152,2,2,성취만족,AI,1.0,0.25
1P153,2,1,성취만족,과제,0.5,0.125
1P154,2,1,성취만족,과제,0.5,0.22727272727272727
1P155,2,1,성취만족,AI,0.5,0.16666666666666666
1P156,2,0,혼란,과제,0.0,0.0
1P157,2,0,혼란,과제,0.0,0.1
1P158,0,1,동기기대,일반,0.5,0.375
1P159,2,0,혼란,과제,0.0,0.05555555555555555
1P160,2,0,혼란,과제,0.0,0.08333333333333333
1P161,1,1,성취만족,과제,0.5,0.125
1P162,2,1,성취만족,과제,0.5,0.07142857142857142
1P163,2,1,성취만족,과제,0.5,0.25
1P164,2,1,성취만족,과제,0.5,0.16666666666666666
1P165,2,1,성취만족,과제,0.5,0.19230769230769232
1P166,2,1,성취만족,과제,0.5,-0.1
1P167,2,1,성취만족,과제,0.5,-0.1
1P168,1,1,성취만족,과제,0.5,0.05555555555555555
1P169,1,1,성취만족,과제,0.5,0.125
1P170,2,1,성취만족,과제,0.5,0.3181818181818182
1P171,2,1,성취만족,과제,0.5,0.16666666666666666
1P172,2,1,성취만족,자기학습,0.5,0.2777777777777778
1P173,2,0,혼란,과제,0.0,0.4
1P174,2,1,성취만족,과제,0.5,0.25
1P175,2,1,성취만족,과제,0.5,0.045454545454545456
1P176,2,1,성취만족,과제,0.5,0.16666666666666666
1P177,2,1,성취만족,과제,0.5,-0.0625
1P178,2,1,성취만족,과제,0.5,0.3333333333333333
1P179,2,1,성취만족,과제,0.5,0.4166666666666667
1P180,2,2,성취만족,AI,1.0,0.16666666666666666
1P181,2,1,성취만족,과제,0.5,0.1
1P182,2,0,혼란,과제,0.0,0.125
1P183,0,1,동기기대,일반,0.5,-0.025
1P184,2,0,혼란,과제,0.0,0.35714285714285715
1P185,2,1,성취만족,과제,0.5,0.23076923076923078
1P186,2,1,성취만족,과제,0.5,0.041666666666666664
1P187,2,1,성취만족,과제,0.5,0.09090909090909091
1P188,2,1,성취만족,과제,0.5,-0.25
1P189,2,1,성취만족,과제,0.5,0.39285714285714285
1P190,1,2,성취만족,AI,1.0,0.14285714285714285
1P191,2,1,성취만족,과제,0.5,0.23529411764705882
1P192,1,1,성취만족,과제,0.5,0.0
1P193,1,1,성취만족,과제,0.5,0.4
1P194,3,1,성취만족,과제,0.5,0.2857142857142857
1P195,1,2,성취만족,과제,1.0,0.4117647058823529
1P196,3,1,성취만족,과제,0.5,0.08333333333333333
1P197,2,1,성취만족,과제,0.5,0.375
1P198,3,1,성취만족,과제,0.5,0.375
1P199,3,1,성취만족,과제,0.5,0.5
1P200,2,1,성취만족,과제,0.5,-0.13636363636363635
1P201,3,1,성취만족,과제,0.5,0.05
1P202,2,1,성취만족,과제,0.5,0.2857142857142857
1P203,2,1,성취만족,과제,0.5,0.3125
1P204,3,1,성취만족,과제,0.5,0.25
1P205,2,1,성취만족,과제,0.5,0.47058823529411764
1P206,2,1,성취만족,과제,0.5,0.10714285714285714
1P207,3,1,성취만족,과제,0.5,0.3125
1P208,3,1,성취만족,과제,0.5,0.4166666666666667
1P209,3,2,성취만족,과제,1.0,0.3181818181818182
1P210,3,2,성취만족,과제,1.0,0.5
1P211,3,1,성취만족,과제,0.5,0.3333333333333333
1P212,2,1,성취만족,과제,0.5,0.4375
1P213,2,0,중립,과제,0.0,0.25
1P214,2,1,성취만족,과제,0.5,0.1
1P215,3,1,성취만족,과제,0.5,0.25
1P216,2,1,성취만족,과제,0.5,0.15
1P217,3,1,성취만족,과제,0.5,0.0
1P218,3,1,성취만족,과제,0.5,0.4583333333333333
1P219,3,1,성취만족,과제,0.5,0.1
1P220,0,1,동기기대,일반,0.5,0.375
1P221,3,1,성취만족,과제,0.5,0.0
1P222,0,1,동기기대,자기학습,0.5,0.16666666666666666
1P223,1,1,성취만족,과제,0.5,0.25
1P224,3,2,성취만족,과제,1.0,0.25
1P225,1,0,혼란,과제,0.0,-0.3
1P226,2,1,성취만족,과제,0.5,0.0
1P227,3,1,성취만족,과제,0.5,0.16666666666666666
1P228,3,1,성취만족,과제,0.5,0.47058823529411764
1P229,2,2,성취만족,과제,1.0,0.17857142857142858
1P230,3,1,성취만족,과제,0.5,0.20833333333333334
1P231,3,0,중립,과제,0.0,0.2
1P232,2,1,성취만족,과제,0.5,0.0
1P233,3,1,성취만족,과제,0.5,0.2727272727272727
1P234,3,1,성취만족,과제,0.5,0.4444444444444444
1P235,3,1,성취만족,과제,0.5,0.125
1P236,3,0,혼란,과제,0.0,0.15384615384615385
1P237,3,1,성취만족,과제,0.5,0.3333333333333333
1P238,3,1,성취만족,과제,0.5,0.05555555555555555
1P239,3,1,성취만족,과제,0.5,0.25
1P240,3,1,성취만족,과제,0.5,0.375
1P241,3,0,혼란,과제,0.0,-0.1111111111111111
1P242,3,1,성취만족,과제,0.5,0.5
1P243,3,-1,좌절,과제,-0.5,-0.4230769230769231
1P244,3,0,혼란,과제,0.0,0.3
1P245,2,1,성취만족,과제,0.5,0.25
1P246,3,1,성취만족,과제,0.5,0.4166666666666667
1P247,3,1,성취만족,과제,0.5,0.3333333333333333
1P248,3,1,성취만족,과제,0.5,-0.05555555555555555
1P249,4,1,성취만족,과제,0.5,0.15
1P250,3,1,성취만족,과제,0.5,0.25
1P251,4,1,성취만족,과제,0.5,0.2
1P252,4,1,성취만족,과제,0.5,0.43333333333333335
1P253,3,1,성취만족,과제,0.5,0.25
1P254,4,1,성취만족,과제,0.5,0.0
1P255,4,0,혼란,과제,0.0,0.3695652173913043
1P256,4,1,성취만족,과제,0.5,0.36363636363636365
1P257,3,1,성취만족,과제,0.5,0.21428571428571427
1P258,3,1,성취만족,과제,0.5,-0.0625
1P259,3,1,성취만족,과제,0.5,0.3076923076923077
1P260,4,1,성취만족,과제,0.5,0.39285714285714285
1P261,4,1,성취만족,과제,0.5,0.36363636363636365
1P262,3,0,혼란,과제,0.0,0.35714285714285715
1P263,2,1,성취만족,과제,0.5,0.25
1P264,4,1,성취만족,과제,0.5,0.25
1P265,4,1,성취만족,과제,0.5,0.0
1P266,4,1,성취만족,운영,0.5,0.16666666666666666
1P267,3,1,성취만족,과제,0.5,0.45454545454545453
1P268,3,1,성취만족,과제,0.5,0.4
1P269,3,1,성취만족,과제,0.5,0.3333333333333333
1P270,4,1,성취만족,과제,0.5,0.125
1P271,4,1,성취만족,과제,0.5,0.3333333333333333
1P272,4,1,성취만족,과제,0.5,0.5
1P273,2,1,성취만족,과제,0.5,0.1875
1P274,4,1,성취만족,과제,0.5,0.5
1P275,2,-1,좌절,과제,-0.5,0.375
1P276,4,1,성취만족,과제,0.5,0.25
1P277,4,1,성취만족,과제,0.5,0.2894736842105263
1P278,3,1,성취만족,과제,0.5,0.4
1P279,4,1,성취만족,과제,0.5,0.0
1P280,4,1,성취만족,과제,0.5,0.3157894736842105
1P281,4,1,성취만족,과제,0.5,0.16666666666666666
1P282,4,1,성취만족,과제,0.5,0.20588235294117646
1P283,4,1,성취만족,과제,0.5,0.21052631578947367
1P284,4,0,혼란,과제,0.0,0.15
1P285,3,1,성취만족,과제,0.5,0.05555555555555555
1P286,3,1,성취만족,과제,0.5,0.2777777777777778
1P287,4,1,성취만족,과제,0.5,0.3076923076923077
1P288,4,1,성취만족,과제,0.5,0.375
1P289,4,2,성취만족,과제,1.0,0.19230769230769232
1P290,2,1,성취만족,과제,0.5,0.4375
1P291,5,1,성취만족,과제,0.5,-0.13636363636363635
1P292,4,1,성취만족,과제,0.5,0.09090909090909091
1P293,3,1,성취만족,과제,0.5,0.22727272727272727
1P294,5,1,성취만족,과제,0.5,0.0625
1P295,3,1,성취만족,과제,0.5,0.4444444444444444
1P296,0,1,동기기대,일반,0.5,0.5
1P297,2,1,성취만족,과제,0.5,0.375
1P298,5,1,성취만족,과제,0.5,0.4791666666666667
1P299,4,1,성취만족,과제,0.5,-0.1111111111111111
1P300,3,1,성취만족,과제,0.5,-0.046875
1P301,4,1,성취만족,과제,0.5,0.34615384615384615
1P302,4,1,성취만족,과제,0.5,0.15789473684210525
1P303,4,1,성취만족,과제,0.5,0.0625
1P304,2,1,성취만족,과제,0.5,0.25
1P305,5,1,성취만족,과제,0.5,0.18181818181818182
1P306,5,1,성취만족,과제,0.5,0.3
1P307,5,2,성취만족,과제,1.0,0.5
1P308,5,1,성취만족,과제,0.5,0.5
1P309,4,1,성취만족,과제,0.5,0.1875
1P310,5,1,성취만족,과제,0.5,0.4166666666666667
1P311,5,1,성취만족,과제,0.5,0.4166666666666667
1P312,5,1,성취만족,과제,0.5,0.14285714285714285
1P313,5,1,성취만족,과제,0.5,0.3409090909090909
1P314,5,1,성취만족,과제,0.5,-0.16666666666666666
1P315,4,1,성취만족,과제,0.5,0.23333333333333334
1P316,5,0,혼란,과제,0.0,0.3333333333333333
1P317,5,1,성취만족,과제,0.5,0.16666666666666666
1P318,5,1,성취만족,과제,0.5,0.25
1P319,5,2,성취만족,자기학습,1.0,0.29545454545454547
1P320,4,0,혼란,과제,0.0,-0.25
1P321,4,2,성취만족,과제,1.0,0.2916666666666667
1P322,5,1,성취만족,과제,0.5,-0.16666666666666666
1P323,5,0,혼란,과제,0.0,0.2727272727272727
1P324,5,2,성취만족,과제,1.0,0.1111111111111111
1P325,5,1,성취만족,과제,0.5,0.17857142857142858
1P326,5,1,성취만족,과제,0.5,0.2857142857142857
1P327,5,2,성취만족,과제,1.0,0.0
1P328,5,1,성취만족,과제,0.5,0.0
1P329,5,1,성취만족,과제,0.5,0.3055555555555556
1P330,3,1,성취만족,과제,0.5,0.2777777777777778
1P331,3,1,성취만족,과제,0.5,0.21428571428571427
1P332,4,1,성취만족,과제,0.5,0.21428571428571427
1P333,5,1,성취만족,과제,0.5,0.2
1P334,2,1,성취만족,과제,0.5,0.42857142857142855
1P335,5,1,성취만족,과제,0.5,0.08333333333333333
1P336,3,-1,좌절,과제,-0.5,-0.4444444444444444
1P337,4,1,성취만족,과제,0.5,0.15
1P338,5,1,성취만족,과제,0.5,0.2777777777777778
1P339,2,2,성취만족,AI,1.0,0.4444444444444444
1P340,3,1,성취만족,과제,0.5,0.07142857142857142
1P341,2,1,성취만족,과제,0.5,0.3684210526315789
1P342,1,1,성취만족,과제,0.5,0.42857142857142855
1P343,4,0,혼란,과제,0.0,0.03571428571428571
1P344,3,1,성취만족,과제,0.5,0.14285714285714285
1P345,2,1,성취만족,과제,0.5,0.13636363636363635
1P346,3,1,성취만족,과제,0.5,0.05
1P347,3,0,혼란,과제,0.0,0.18181818181818182
1P348,3,1,성취만족,과제,0.5,0.4166666666666667
1P349,2,1,성취만족,과제,0.5,0.21428571428571427
1P350,5,2,성취만족,과제,1.0,0.3409090909090909
1P351,3,1,성취만족,과제,0.5,0.2727272727272727
1P352,4,1,성취만족,과제,0.5,0.4
1P353,4,1,성취만족,과제,0.5,0.25
1P354,3,0,혼란,과제,0.0,0.2857142857142857
1P355,5,2,성취만족,운영,1.0,0.3333333333333333
1P356,4,2,성취만족,과제,1.0,0.3333333333333333
1P357,3,1,성취만족,과제,0.5,0.125
1P358,5,1,성취만족,과제,0.5,0.35
1P359,5,1,성취만족,과제,0.5,0.4375
1P360,0,1,동기기대,일반,0.5,0.5
1P361,0,1,동기기대,일반,0.5,0.5
1P362,3,1,성취만족,과제,0.5,0.5714285714285714
1P363,1,1,성취만족,과제,0.5,0.0
1P364,4,1,성취만족,과제,0.5,0.25
1P365,2,1,성취만족,과제,0.5,0.36363636363636365
1P366,4,0,혼란,과제,0.0,0.25
1P367,5,1,성취만족,과제,0.5,0.5
1P368,5,1,성취만족,과제,0.5,0.0
1P369,5,0,혼란,과제,0.0,0.3076923076923077
1P370,4,1,성취만족,과제,0.5,0.35
1P371,4,1,성취만족,과제,0.5,-0.0625
1P372,5,1,성취만족,과제,0.5,0.21428571428571427
1P373,4,-1,좌절,과제,-0.5,0.125
1P374,5,-1,좌절,과제,-0.5,0.029411764705882353
1P375,3,1,성취만족,과제,0.5,0.10714285714285714
1P376,5,2,성취만족,과제,1.0,0.225
1P377,0,1,동기기대,일반,0.5,0.5
1P378,1,0,혼란,과제,0.0,0.08333333333333333
1P379,5,1,성취만족,과제,0.5,0.1875
1P380,5,1,성취만족,과제,0.5,0.21428571428571427
1P381,5,1,성취만족,과제,0.5,0.0
1P382,4,0,혼란,과제,0.0,0.16666666666666666
1P383,5,1,성취만족,과제,0.5,0.0
1P384,4,1,성취만족,과제,0.5,0.4444444444444444
1P385,1,1,성취만족,과제,0.5,0.25
1P386,2,1,성취만족,과제,0.5,0.3333333333333333
1P387,4,1,성취만족,과제,0.5,0.5555555555555556
1P388,5,1,성취만족,과제,0.5,0.15
1P389,5,1,성취만족,과제,0.5,0.35
1P390,5,1,성취만족,과제,0.5,0.45
1P391,3,1,성취만족,과제,0.5,0.4166666666666667
1P392,4,0,혼란,과제,0.0,0.029411764705882353
1P393,5,1,성취만족,과제,0.5,0.4166666666666667
1P394,4,1,성취만족,과제,0.5,0.2777777777777778
1P395,5,1,성취만족,과제,0.5,0.0625
1P396,4,1,성취만족,과제,0.5,0.0
1P397,4,0,혼란,과제,0.0,0.2222222222222222
1P398,5,1,성취만족,과제,0.5,0.1
1P399,2,1,성취만족,AI,0.5,0.2222222222222222
1P400,4,0,혼란,과제,0.0,0.2857142857142857
1P401,5,1,성취만족,과제,0.5,0.14285714285714285
1P402,3,1,성취만족,과제,0.5,0.3333333333333333
1P403,4,1,성취만족,과제,0.5,0.16666666666666666
1P404,5,1,성취만족,과제,0.5,0.05555555555555555
1P405,5,1,성취만족,과제,0.5,0.4
1P406,5,1,성취만족,과제,0.5,0.16666666666666666
1P407,4,1,성취만족,과제,0.5,0.3333333333333333
1P408,5,1,성취만족,과제,0.5,0.5
1P409,2,1,성취만족,과제,0.5,0.0
1P410,4,1,성취만족,과제,0.5,0.45
1P411,5,1,성취만족,과제,0.5,0.35714285714285715
1P412,5,2,성취만족,과제,1.0,0.46875
1P413,4,1,성취만족,과제,0.5,0.2727272727272727
1P414,4,0,혼란,과제,0.0,0.07142857142857142
1P415,5,1,성취만족,과제,0.5,0.1875
1P416,3,1,성취만족,과제,0.5,0.25
1P417,5,1,성취만족,과제,0.5,0.09090909090909091
1P418,5,1,성취만족,과제,0.5,0.0625
1P419,4,1,성취만족,과제,0.5,0.14285714285714285
1P420,5,2,성취만족,과제,1.0,0.32142857142857145
1P421,4,1,성취만족,과제,0.5,0.10714285714285714
1P422,5,1,성취만족,과제,0.5,0.2
1P423,3,1,성취만족,과제,0.5,0.25
1P424,4,1,성취만족,과제,0.5,0.25
1P425,5,1,성취만족,과제,0.5,0.25
1P426,5,1,성취만족,과제,0.5,0.3181818181818182
1P427,4,1,성취만족,과제,0.5,0.16666666666666666
1P428,5,1,성취만족,과제,0.5,0.3181818181818182
1P429,5,1,성취만족,과제,0.5,0.4444444444444444
1P430,3,1,성취만족,과제,0.5,0.0
1P431,4,1,성취만족,과제,0.5,0.1
1P432,5,1,성취만족,과제,0.5,0.1875
1P433,4,1,성취만족,과제,0.5,0.07142857142857142
1P434,3,1,성취만족,과제,0.5,0.2857142857142857
1P435,4,1,성취만족,과제,0.5,0.3333333333333333
1P436,3,1,성취만족,과제,0.5,0.11538461538461539
1P437,4,1,성취만족,자기학습,0.5,0.14285714285714285
1P438,5,2,성취만족,과제,1.0,-0.045454545454545456
1P439,2,1,성취만족,과제,0.5,0.29411764705882354
1P440,5,2,성취만족,과제,1.0,0.1388888888888889
1P441,3,1,성취만족,과제,0.5,0.045454545454545456
1P442,4,1,성취만족,과제,0.5,0.07894736842105263
1P443,4,0,혼란,과제,0.0,-0.07142857142857142
1P444,5,1,성취만족,과제,0.5,0.2647058823529412
1P445,5,1,성취만족,과제,0.5,0.21428571428571427
1P446,4,2,성취만족,과제,1.0,0.08823529411764706
1P447,5,1,성취만족,과제,0.5,0.16666666666666666
